                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-21.11.1"                                 "CRMATH"                               "20230106"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     105                                      708                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926400007E-001                  3.3414906620990933E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926400007E-001                  3.3414906620990933E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1587817986707041E+000                 -8.5408690626294515E+001                 -9.8999999999999986E+001                 -5.1587817986707041E+000                 -5.1587817986948519E+000                 -1.5413699325640087E+001                 -8.5408690626294515E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6343910378298689E+000                  6.6917239564091541E-002                  2.8732970498680538E-001                  3.8634082173295221E+000                 -1.0996997889783163E-009                  1.4807190923148037E+001                  7.8488591687813913E-002                  6.5944079137532645E+000                  6.0724305090617092E-001                  8.6500443416321082E-001                  1.2598868944821227E+000                  7.2999999997389486E-001                  2.4997339496852544E-001                  3.4468833607861505E-003                  9.3805276451495462E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999999799114E-001                  2.4997339496852550E-001                                        0                                        3 
                                     110                                      708                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926400007E-001                  3.7230267679103559E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926400007E-001                  3.7230267679103559E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1480317062374183E+000                 -8.5318069516389343E+001                 -9.8999999999999986E+001                 -5.1480317062374183E+000                 -5.1480317062629277E+000                 -1.5379116430522974E+001                 -8.5318069516389343E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6342845470615219E+000                  6.4277486320562932E-002                  2.8622280990173515E-001                  3.8656220074996628E+000                 -1.0881431826032964E-009                  1.4811565320532035E+001                  8.1797005594878264E-002                  6.5954719361973764E+000                  6.0724245895750883E-001                  8.6500443414997763E-001                  1.2598868945241328E+000                  7.2999999993419551E-001                  2.4997339496852544E-001                  3.4468833607861505E-003                  9.3805276451495480E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999999493070E-001                  2.4997339496852550E-001                                        0                                        2 
                                     115                                      709                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926400007E-001                  5.1879248773134459E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926400007E-001                  5.1879248773134459E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1217316796161105E+000                 -8.5091934170914470E+001                 -2.0771069700814699E+001                 -5.1217316796161105E+000                 -5.1217316796452774E+000                 -1.5294626883721696E+001                 -8.5091934170914470E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6340257543888712E+000                  5.7820448247432994E-002                  2.8351187621047125E-001                  3.8710438748821905E+000                 -1.0603384890450543E-009                  1.4822282925587411E+001                  8.9921467629561755E-002                  6.5980605213450012E+000                  6.0724102681513636E-001                  8.6500443411555972E-001                  1.2598868946333972E+000                  7.2999999983094166E-001                  2.4997339496852544E-001                  3.4468833607861505E-003                  9.3805276451495480E-003                  3.4468833607861535E-003                  9.3805276451495393E-003                  7.2999999998695453E-001                  2.4997339496852550E-001                                        0                                        2 
                                     120                                      709                  1.5875211863901626E+005                  4.4225682796673524E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999932650008E-001                  9.6556218878144119E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999932650008E-001                  9.6556218878144119E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0589199381240570E+000                 -8.4565104235424798E+001                 -9.8999999999999986E+001                 -5.0589199381240579E+000                 -5.0589199381641441E+000                 -1.5093707803517759E+001                 -8.4565104235424798E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6333848622292755E+000                  4.2273315532688677E-002                  2.7702009417229029E-001                  3.8840274389585523E+000                 -9.9641021828760153E-010                  1.4847978369318552E+001                  1.0950823857849078E-001                  6.6041596902308148E+000                  6.0723769466137767E-001                  8.6500443402032468E-001                  1.2598868949357334E+000                  7.2999999954523631E-001                  2.4997339496852544E-001                  3.4468833607861505E-003                  9.3805276451495497E-003                  3.4468833607861535E-003                  9.3805276451495393E-003                  7.2999999996473464E-001                  2.4997339496852550E-001                                        0                                        3 
                                     125                                      709                  3.2671071557614708E+005                  4.5558762237419339E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999938900008E-001                  2.2891333318044021E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999938900008E-001                  2.2891333318044021E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9558989665869770E+000                 -8.3725299564002853E+001                 -9.8999999999999986E+001                 -4.9558989665869779E+000                 -4.9558989666539457E+000                 -1.4767816335699532E+001                 -8.3725299564002853E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6322895929213548E+000                  1.6485434841360187E-002                  2.6631669244246708E-001                  3.9054342424181989E+000                 -8.9733766444216435E-010                  1.4890483821347059E+001                  1.4223411516461965E-001                  6.6139277005500441E+000                  6.0723246337850079E-001                  8.6500443381711400E-001                  1.2598868955808529E+000                  7.2999999893560408E-001                  2.4997339496852544E-001                  3.4468833607861492E-003                  9.3805276451495497E-003                  3.4468833607861535E-003                  9.3805276451495393E-003                  7.2999999991664488E-001                  2.4997339496852550E-001                                        0                                        3 
                                     130                                      710                  5.1710854639992688E+005                  4.5960558485877812E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999945150009E-001                  3.8111752935922255E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999945150009E-001                  3.8111752935922255E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8496620322973847E+000                 -8.2885226048102140E+001                 -9.8999999999999986E+001                 -4.8496620322973856E+000                 -4.8496620324094968E+000                 -1.4437794389815700E+001                 -8.2885226048102140E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6311062613690797E+000                 -1.0477761231762769E-002                  2.5520175751045626E-001                  3.9276641122822205E+000                 -8.0355542558486038E-010                  1.4934904890804829E+001                  1.7683865817362818E-001                  6.6237370476680120E+000                  6.0722730465518659E-001                  8.6500443352951339E-001                  1.2598868964938772E+000                  7.2999999807280291E-001                  2.4997339496852544E-001                  3.4468833607861466E-003                  9.3805276451495497E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999984721509E-001                  2.4997339496852550E-001                                        0                                        5 
                                     135                                      714                  7.2513412304228975E+005                  4.6342813713073676E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999951400020E-001                  5.6776062136437190E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999951400020E-001                  5.6776062136437190E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.7443620099486621E+000                 -8.2074118481953690E+001                 -2.0470039705150718E+001                 -4.7443620099486621E+000                 -4.7443620101327353E+000                 -1.4117157021009842E+001                 -8.2074118481953690E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6299168872216696E+000                 -3.7427293106339368E-002                  2.4410573986798748E-001                  3.9498561475671581E+000                 -7.1891697654319043E-010                  1.4979645307376011E+001                  2.1207516118410238E-001                  6.6332380746783715E+000                  6.0722235875198016E-001                  8.6500443313765629E-001                  1.2598868977378790E+000                  7.2999999689723105E-001                  2.4997339496852544E-001                  3.4468833607861418E-003                  9.3805276451495515E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999975046337E-001                  2.4997339496852550E-001                                        0                                        3 
                                     140                                      714                  9.5239520664023957E+005                  4.6728057247498045E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999957650021E-001                  7.6751479169566095E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999957650021E-001                  7.6751479169566095E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.6401029522292054E+000                 -8.1289100583784418E+001                 -2.0169009709486737E+001                 -4.6401029522292054E+000                 -4.6401029525257220E+000                 -1.3805838899173763E+001                 -8.1289100583784418E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6286791087250014E+000                 -6.4500386286513264E-002                  2.3304475027123817E-001                  3.9719781267606566E+000                 -6.4241138336526873E-010                  1.5024753547983133E+001                  2.4796011542767460E-001                  6.6424621879780394E+000                  6.0721756280721884E-001                  8.6500443260580040E-001                  1.2598868994263241E+000                  7.2999999530166415E-001                  2.4997339496852544E-001                  3.4468833607861305E-003                  9.3805276451495532E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999961596407E-001                  2.4997339496852550E-001                                        0                                        3 
                                     145                                      714                  1.2007033324784280E+006                  4.7113090306835117E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999960775021E-001                  9.8908402771316184E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999960775021E-001                  9.8908402771316184E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.5369245311600661E+000                 -8.0527215876415795E+001                 -1.9992918450431056E+001                 -4.5369245311600652E+000                 -4.5369245316293458E+000                 -1.3503277061572094E+001                 -8.0527215876415795E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6274262325202695E+000                 -9.1534732958229767E-002                  2.2203332934484252E-001                  3.9940009686134479E+000                 -5.7342531215526866E-010                  1.5070285676741712E+001                  2.8451620796698124E-001                  6.6514421726299870E+000                  6.0721285714142581E-001                  8.6500443188611009E-001                  1.2598869017110750E+000                  7.2999999314259267E-001                  2.4997339496852536E-001                  3.4468833607861063E-003                  9.3805276451495515E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999942942462E-001                  2.4997339496852550E-001                                        0                                        3 
                                     150                                      714                  1.4721434148380670E+006                  4.7501152854913524E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999963900021E-001                  1.2266550368046202E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999963900021E-001                  1.2266550368046202E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.4347708813840025E+000                 -7.9785097574698909E+001                 -2.0169009709486737E+001                 -4.4347708813840025E+000                 -4.4347708821152212E+000                 -1.3208507916415277E+001                 -7.9785097574698909E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6261740607337125E+000                 -1.1844846931510039E-001                  2.1108080473952140E-001                  4.0159060178240900E+000                 -5.1124023684869635E-010                  1.5116323510732331E+001                  3.2178549623456654E-001                  6.6602171624246385E+000                  6.0720818491148687E-001                  8.6500443091415147E-001                  1.2598869047966847E+000                  7.2999999022671602E-001                  2.4997339496852536E-001                  3.4468833607860560E-003                  9.3805276451495515E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999917120528E-001                  2.4997339496852550E-001                                        0                                        3 
                                     155                                      716                  1.7691610715116810E+006                  4.7894609443412142E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999970150022E-001                  1.4775151846925652E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999970150022E-001                  1.4775151846925652E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.3334847650470225E+000                 -7.9058971283939570E+001                 -9.8999999999999986E+001                 -4.3334847650470225E+000                 -4.3334847661716358E+000                 -1.2920265849572450E+001                 -7.9058971283939570E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6249702291937091E+000                 -1.4504479587106225E-001                  2.0019030454154696E-001                  4.0376870182200388E+000                 -4.5529617060852128E-010                  1.5162979029444539E+001                  3.5983424613860254E-001                  6.6688322180869317E+000                  6.0720348133276048E-001                  8.6500442960238755E-001                  1.2598869089610494E+000                  7.2999998629142493E-001                  2.4997339496852541E-001                  3.4468833607859553E-003                  9.3805276451495515E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999881417788E-001                  2.4997339496852550E-001                                        0                                        3 
                                     160                                      716                  2.0944110590382440E+006                  4.8288600520684648E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999973275022E-001                  1.7404696161450126E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999973275022E-001                  1.7404696161450126E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2328943769465850E+000                 -7.8345290842286957E+001                 -9.8999999999999986E+001                 -4.2328943769465850E+000                 -4.2328943786580906E+000                 -1.2637300503406056E+001                 -7.8345290842286957E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6237942712192543E+000                 -1.7139398659728150E-001                  1.8936762512734784E-001                  4.0593323770484373E+000                 -4.0489695045635449E-010                  1.5210359707226434E+001                  3.9872593397084038E-001                  6.6773306638470107E+000                  6.0719870090708195E-001                  8.6500442783213283E-001                  1.2598869145809521E+000                  7.2999998098066188E-001                  2.4997339496852555E-001                  3.4468833607857515E-003                  9.3805276451495515E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999832102591E-001                  2.4997339496852550E-001                                        0                                        3 
                                     165                                      716                  2.4506170271961610E+006                  4.8684391621948473E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999973275022E-001                  2.0149719971895788E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999973275022E-001                  2.0149719971895788E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1328713840300253E+000                 -7.7641102367049044E+001                 -9.8999999999999986E+001                 -4.1328713840300253E+000                 -4.1328713866128970E+000                 -1.2358552836270862E+001                 -7.7641102367049044E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6226805022396360E+000                 -1.9732821912661030E-001                  1.7862804682192035E-001                  4.0808115336592925E+000                 -3.5953329388827783E-010                  1.5258545391791433E+001                  4.3850273193819611E-001                  6.6857494778832969E+000                  6.0719380417690749E-001                  8.6500442544316491E-001                  1.2598869221650413E+000                  7.2999997381375847E-001                  2.4997339496852580E-001                  3.4468833607853413E-003                  9.3805276451495497E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999764074275E-001                  2.4997339496852550E-001                                        0                                        3 
                                     170                                      718                  2.8409979707033890E+006                  4.9083411046481773E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400022E-001                  2.3012456749665700E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400022E-001                  2.3012456749665700E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.0331638559268566E+000                 -7.6942756660563575E+001                 -9.8999999999999986E+001                 -4.0331638559268566E+000                 -4.0331638598019346E+000                 -1.2082667721361050E+001                 -7.6942756660563575E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6216688223556952E+000                 -2.2267640022854263E-001                  1.6797731603883481E-001                  4.1021129952254629E+000                 -3.1879078985478456E-010                  1.5307660198788563E+001                  4.7924152709989915E-001                  6.6941351240749878E+000                  6.0718877168143393E-001                  8.6500442221488894E-001                  1.2598869324136241E+000                  7.2999996412892987E-001                  2.4997339496852639E-001                  3.4468833607845207E-003                  9.3805276451495515E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999670255789E-001                  2.4997339496852550E-001                                        0                                        3 
                                     175                                      718                  3.2689522148253219E+006                  4.9482497179235185E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999979525023E-001                  2.5985972646122579E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999979525023E-001                  2.5985972646122579E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.9335437757468412E+000                 -7.6246942370169634E+001                 -9.8999999999999986E+001                 -3.9335437757468412E+000                 -3.9335437815399819E+000                 -1.1808414015827964E+001                 -7.6246942370169634E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6207600282174850E+000                 -2.4740795652947722E-001                  1.5742912616478838E-001                  4.1232093749735563E+000                 -2.8219488693983535E-010                  1.5357814363885442E+001                  5.2100840926333014E-001                  6.7025309201466374E+000                  6.0718362822010519E-001                  8.6500441784490723E-001                  1.2598869462867002E+000                  7.2999995101898540E-001                  2.4997339496852752E-001                  3.4468833607828745E-003                  9.3805276451495549E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999540886007E-001                  2.4997339496852550E-001                                        0                                        3 
                                     180                                      721                  3.7383230113465958E+006                  4.9886330838283381E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999982650023E-001                  2.9056661443119547E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999982650023E-001                  2.9056661443119547E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.8337221258379683E+000                 -7.5550098490770168E+001                 -9.8999999999999986E+001                 -3.8337221258379683E+000                 -3.8337221344887449E+000                 -1.1534451343165076E+001                 -7.5550098490770168E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6199767020638935E+000                 -2.7140910230565823E-001                  1.4699520558387996E-001                  4.1440772161353729E+000                 -2.4928361826454916E-010                  1.5409139538498179E+001                  5.6388665066912880E-001                  6.7109843119266781E+000                  6.0717843952433193E-001                  8.6500441191325872E-001                  1.2598869651174893E+000                  7.2999993322404177E-001                  2.4997339496852947E-001                  3.4468833607795625E-003                  9.3805276451495532E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999362369294E-001                  2.4997339496852550E-001                                        0                                        3 
                                     185                                      722                  4.2534329209293853E+006                  5.0288509702550268E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999982650023E-001                  3.2206618659130204E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999982650023E-001                  3.2206618659130204E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.7333441221171020E+000                 -7.4848216730642847E+001                 -1.9566949718158774E+001                 -3.7333441221171020E+000                 -3.7333441350549514E+000                 -1.1259266351769019E+001                 -7.4848216730642847E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6193681758182135E+000                 -2.9445937187588511E-001                  1.3668712329012708E-001                  4.1646933807228788E+000                 -2.1975209776680411E-010                  1.5461794639292394E+001                  6.0797968962611337E-001                  6.7195496573511830E+000                  6.0717331338044478E-001                  8.6500440383147537E-001                  1.2598869907741634E+000                  7.2999990897869382E-001                  2.4997339496853341E-001                  3.4468833607728725E-003                  9.3805276451495567E-003                  3.4468833607861544E-003                  9.3805276451495393E-003                  7.2999999115647107E-001                  2.4997339496852569E-001                                        0                                        3 
